LIMITBAL,AGE,PAY0,PAY1,PAY2,PAY3,PAY4,PAYMENT
90000,44,2,2,2,2,2,1
120000,30,0,0,0,0,0,0
10000,50,3,2,2,2,2,1
500000,50,0,0,0,0,0,0
120000,51,-1,-1,0,0,0,0
120000,50,0,0,2,0,0,0
220000,51,-1,-1,-1,2,2,1
240000,50,-1,-1,-1,2,0,0
150000,36,1,-1,-1,-1,-1,0
500000,50,-1,-1,-1,-1,-1,0
150000,50,-1,-1,-2,-2,-2,0
60000,49,0,0,0,0,0,0
30000,50,2,2,2,2,-1,1
320000,53,0,0,0,0,0,0
470000,61,-2,-2,-2,-2,-2,0
440000,51,0,-1,-1,-2,-1,0
50000,51,0,0,2,2,3,0
220000,51,0,0,0,0,0,0
360000,54,1,-2,-2,-1,0,0
90000,58,-2,-2,-2,-2,-2,0
50000,60,2,2,2,0,0,1
50000,56,0,0,0,0,0,0
290000,58,1,2,2,2,0,0
350000,50,0,0,0,0,0,1
110000,52,1,2,0,0,0,0
40000,53,0,0,2,2,0,1
50000,59,1,-2,-2,-2,-2,1
110000,55,-1,2,2,-1,0,0
360000,70,-1,-1,2,2,-2,0
200000,63,-1,3,2,-1,-1,1
140000,53,0,0,0,0,0,0
80000,61,1,-2,-2,-2,-2,1
260000,56,0,0,-2,-2,-1,0
340000,56,-1,-1,-1,-1,0,1
30000,58,1,2,2,2,2,1
30000,54,2,2,2,2,4,0
440000,50,0,0,0,0,0,0
10000,52,-1,2,2,2,2,0
230000,55,0,0,0,0,0,0
50000,61,-1,-1,-2,-2,-2,0
150000,54,0,0,0,0,0,0
330000,55,0,0,0,0,0,0
370000,50,-1,0,-1,-1,-2,0
130000,53,0,0,0,0,0,0
10000,51,3,2,2,7,7,1
360000,54,0,0,0,0,0,0
20000,61,1,-2,-2,-2,-2,1
180000,52,0,0,0,0,0,0
80000,62,0,0,0,0,0,0
50000,55,2,0,0,0,0,1
150000,64,1,2,0,0,0,0
30000,56,1,3,2,2,2,0
50000,52,0,0,0,0,0,0
20000,56,0,0,0,0,-1,0
130000,55,0,0,0,0,0,0
320000,53,0,0,0,0,0,0
300000,62,-2,-2,-2,-2,-2,0
330000,53,0,0,0,0,0,0
50000,53,0,0,0,0,0,0
70000,60,0,0,0,0,0,0
70000,58,0,0,0,0,0,0
100000,58,0,0,0,0,0,0
110000,54,2,2,2,0,0,1
100000,58,2,2,2,0,0,1
160000,53,1,-2,-1,2,2,0
70000,55,0,0,0,0,0,0
60000,59,4,4,4,5,4,0
80000,61,0,0,0,0,0,0
100000,60,-1,-1,3,2,-1,0
230000,66,1,-2,-2,-2,-2,1
60000,64,0,0,-1,-1,0,0
160000,58,-1,-1,-1,-1,-1,0
30000,55,0,0,0,0,-2,1
310000,62,2,2,2,2,2,0
60000,46,0,0,0,0,0,0
50000,64,2,3,2,2,0,0
140000,58,2,0,0,0,0,0
20000,27,-1,2,-1,-1,-1,0
10000,38,1,-2,-2,-1,0,0
80000,29,-1,0,0,-1,0,0
50000,24,0,0,0,0,0,0
160000,51,2,0,0,0,2,1
500000,51,1,-2,-2,-2,-2,0
470000,54,1,2,0,0,0,0
210000,54,-1,-1,-1,-1,-1,0
50000,23,-1,-1,2,0,0,1
30000,24,2,0,0,0,0,1
50000,23,0,0,0,0,0,0
80000,24,0,0,0,0,0,0
30000,23,2,2,2,2,2,1
80000,24,0,0,0,0,0,0
150000,28,-2,-2,-2,-2,-2,0
170000,27,0,0,0,0,0,0
220000,30,-2,-2,-2,-2,-2,0
30000,35,2,0,0,2,2,1
100000,23,-1,-1,-1,-1,-1,0
10000,24,3,2,2,3,3,1
140000,24,-1,-1,-1,-1,-1,1
50000,24,1,2,2,2,2,0
20000,22,0,0,0,2,0,0
10000,22,1,2,2,2,2,1
50000,24,0,0,0,0,0,0
10000,22,1,-1,0,0,0,0
30000,23,0,0,0,0,0,0
50000,23,0,0,0,0,0,0
100000,24,0,0,0,0,0,1
20000,24,0,0,0,0,0,0
20000,25,0,0,0,-2,-2,0
100000,25,0,0,-1,-1,-1,0
50000,25,1,2,0,0,0,1
100000,24,-1,0,0,0,0,0
30000,25,2,0,0,0,0,1
50000,25,0,0,0,0,0,1
50000,25,-2,-2,-2,-2,-2,1
50000,25,0,0,0,0,0,0
50000,23,0,0,0,0,0,0
50000,25,0,0,0,0,0,0
50000,25,0,0,0,0,0,0
380000,26,0,0,0,0,-1,0
50000,24,2,0,0,2,0,1
30000,24,2,4,3,2,0,0
150000,25,-1,-1,-1,-1,-1,0
180000,25,0,0,0,0,0,0
80000,26,0,0,0,0,0,1
110000,24,2,2,2,2,2,1
30000,25,0,0,0,0,0,0
110000,25,0,0,2,0,0,1
280000,26,0,-1,-1,-1,-1,0
10000,23,0,0,-1,0,0,1
10000,23,-1,-1,-1,-1,-1,0
20000,24,2,2,2,2,2,0
170000,26,0,0,0,0,0,0
20000,26,3,3,2,0,0,1
130000,22,0,0,0,0,0,0
200000,26,2,2,2,2,2,1
250000,26,0,0,0,0,0,0
80000,27,0,0,0,0,0,0
180000,27,-1,0,0,0,0,0
120000,28,0,0,0,0,0,0
20000,26,1,2,2,2,0,0
150000,26,0,0,0,0,0,0
190000,26,-1,0,0,0,0,0
210000,27,0,0,0,0,0,0
180000,27,0,0,0,0,0,0
50000,28,0,0,0,0,0,0
140000,25,0,0,0,0,0,0
80000,26,-2,-2,-2,-2,-2,0
80000,27,0,0,0,0,0,1
80000,25,2,0,0,0,0,0
20000,28,0,0,0,0,0,0
10000,26,3,2,2,7,7,1
30000,26,1,3,2,2,2,1
240000,27,-1,-1,-1,-1,-1,0
50000,28,1,-1,0,0,0,0
90000,26,-1,2,-1,0,0,1
60000,28,-1,0,0,0,0,0
100000,28,0,0,0,0,0,1
120000,28,-1,-1,-1,-1,0,0
10000,28,0,0,0,0,0,0
70000,28,1,2,2,2,2,1
60000,28,0,0,0,0,0,0
130000,29,0,0,-2,-2,-2,0
30000,30,3,2,2,7,7,1
360000,30,-1,-1,-1,-1,0,0
80000,30,0,0,-1,-1,-1,0
20000,27,0,0,0,0,0,0
50000,28,0,0,0,2,0,0
80000,27,1,-2,-2,-2,-2,1
150000,27,-1,-1,-1,-1,-2,0
60000,27,0,0,0,0,2,0
220000,28,0,0,0,0,0,0
10000,23,0,0,0,0,0,0
50000,26,2,0,0,0,0,0
50000,26,0,0,0,0,0,0
220000,28,0,0,0,0,0,0
450000,29,1,-2,-2,-2,-2,0
240000,33,1,2,2,0,0,0
500000,29,0,0,0,0,0,0
170000,28,0,0,0,0,0,0
100000,29,2,0,0,0,0,1
60000,29,-1,-1,2,0,-1,0
200000,30,-1,-1,-1,-1,0,0
200000,27,2,0,0,0,0,1
20000,28,0,0,0,0,2,0
40000,27,1,3,2,0,0,1
110000,27,0,0,0,0,0,0
10000,27,0,0,0,0,0,0
100000,28,0,0,0,0,0,0
50000,28,1,2,2,-2,-2,0
30000,28,0,0,0,0,-1,0
30000,28,1,-2,-2,-2,-1,0
50000,29,3,2,2,4,4,0
20000,29,1,2,0,0,0,1
50000,30,0,0,0,0,0,0
60000,28,2,2,2,0,0,1
50000,32,-1,-1,2,0,0,1
130000,34,2,2,2,2,0,1
20000,25,0,0,2,2,2,1
100000,28,2,0,0,0,2,1
20000,38,0,0,0,0,0,1
150000,44,0,0,0,0,0,0
70000,33,0,0,0,0,0,0
250000,40,0,0,0,0,0,0
50000,32,2,2,3,2,2,1
90000,34,0,0,0,0,0,1
90000,32,0,0,0,0,0,0
120000,33,2,2,2,2,2,1
240000,25,0,0,-2,-2,-2,0
50000,25,0,0,0,0,0,1
100000,29,2,2,2,2,3,1
390000,49,0,0,0,0,0,0
50000,36,2,0,0,0,0,1
40000,44,2,2,2,2,2,1
190000,38,0,0,0,0,0,0
10000,40,3,2,2,3,3,1
10000,44,0,0,2,0,0,0
180000,30,-1,-1,-1,-1,-1,0
230000,31,0,0,0,0,0,0
20000,31,0,0,0,2,0,0
230000,32,2,0,0,0,2,1
200000,32,0,0,0,0,0,0
470000,34,0,0,0,0,0,0
150000,45,0,0,0,0,0,0
70000,37,0,0,0,0,0,0
50000,37,0,0,0,0,0,0
80000,35,0,0,-1,0,0,0
330000,40,0,0,0,0,0,0
140000,33,0,0,0,0,0,0
70000,44,2,2,2,2,2,1
280000,32,0,0,0,0,0,0
150000,30,0,0,0,0,0,0
80000,35,0,0,0,0,0,0
120000,42,0,0,2,2,2,1
50000,45,0,0,0,0,0,0
230000,43,0,0,0,0,0,0
160000,36,1,-2,-2,-2,-2,0
50000,37,0,0,0,0,0,0
100000,49,0,0,0,0,0,0
200000,43,2,3,2,2,2,1
170000,36,1,2,0,0,0,0
50000,43,0,0,0,0,0,0
200000,46,-2,-2,-2,-2,-2,0
200000,39,-1,-1,-1,-1,-1,0
50000,41,0,0,0,0,0,0
50000,45,0,0,0,0,0,0
300000,39,-1,-1,-2,-2,-2,0
130000,32,0,0,0,0,0,0
80000,33,2,2,2,2,2,1
120000,34,0,0,0,2,0,0
140000,32,0,0,0,0,0,1
220000,48,0,0,0,0,2,0
70000,32,0,0,0,0,0,1
20000,45,0,0,0,0,0,0
200000,49,1,-1,-1,-1,-1,0
20000,31,1,2,2,2,2,1
510000,32,0,0,0,0,0,0
450000,34,-1,2,-1,2,-1,0
50000,34,0,0,0,0,0,0
120000,48,0,0,0,0,0,0
50000,45,1,-2,-2,-2,-2,1
280000,31,0,0,0,-2,-2,0
30000,33,4,3,2,2,2,1
20000,35,1,2,0,0,0,0
80000,42,0,0,0,0,0,0
120000,45,0,0,0,0,0,0
370000,38,0,0,0,0,0,0
50000,45,0,0,0,0,0,0
20000,39,0,0,0,0,0,0
160000,36,0,0,0,0,0,0
170000,44,0,0,0,0,0,0
100000,36,0,0,0,0,-2,0
210000,42,-1,-1,-1,-1,-1,0
100000,32,0,0,0,0,-1,0
230000,33,0,0,0,0,0,1
240000,38,-1,3,2,-1,-1,0
240000,36,0,0,0,0,0,0
50000,48,2,2,2,2,2,1
80000,46,0,0,0,0,0,0
50000,41,0,0,0,0,0,0
50000,36,0,0,0,0,0,0
440000,37,0,0,0,0,0,0
220000,42,0,0,0,0,0,0
70000,30,0,0,0,-1,0,0
240000,32,-2,-2,-2,-2,-2,0
360000,42,0,0,0,0,0,0
360000,32,-2,-2,-2,-2,-2,0
80000,33,-2,-1,2,0,0,0
30000,36,1,2,2,2,0,1
160000,37,1,2,2,0,0,1
150000,39,2,0,0,0,0,1
100000,30,0,0,0,0,0,0
70000,33,1,2,8,7,7,0
300000,35,0,0,0,0,0,0
90000,39,2,2,2,2,2,1
800000,46,-2,-2,-2,-1,-1,0
360000,40,-1,0,0,0,0,0
90000,41,1,2,0,0,0,1
300000,43,0,0,0,0,0,1
30000,46,1,2,0,0,0,1
50000,37,0,0,0,0,0,0
110000,30,2,0,0,3,2,1
80000,37,0,0,0,0,0,0
140000,31,0,0,2,2,0,0
50000,44,0,0,0,0,0,0
20000,40,0,0,0,2,2,0
50000,46,0,0,0,0,0,0
50000,34,1,-2,-2,-2,-2,0
130000,48,3,2,2,2,3,1
90000,45,0,0,2,0,0,0
30000,44,-2,-2,-2,-2,-2,0
50000,49,0,0,0,0,0,1
170000,39,-2,-2,-2,-2,-2,0
290000,31,2,0,0,0,0,1
20000,47,0,0,0,0,0,0
180000,38,2,2,2,0,0,1
360000,35,1,-2,-2,-2,-2,0
20000,31,0,0,0,0,0,0
140000,33,0,0,0,0,0,0
90000,34,0,0,0,0,0,0
120000,40,0,0,0,0,0,0
160000,31,-1,-1,-1,-1,-1,0
280000,32,2,2,2,2,2,1
500000,46,-1,-1,-1,-1,-1,0
100000,38,2,0,0,0,0,1
160000,31,0,0,0,0,0,0
20000,42,0,0,0,0,0,0
400000,39,2,2,2,2,2,0
30000,45,2,4,4,3,2,0
50000,47,-1,0,-1,-1,0,0
70000,40,1,2,0,0,0,0
110000,42,1,2,0,0,2,0
50000,44,0,0,0,0,0,0
170000,40,-1,-1,-1,-1,-1,0
30000,33,0,0,0,0,0,0
50000,29,0,0,0,-1,-1,0
50000,30,-1,2,2,-2,-2,1
90000,44,1,-2,-2,-2,-2,1
110000,40,0,0,2,0,0,0
240000,46,0,0,0,0,0,0
360000,42,-2,-2,-2,-2,-2,0
290000,45,0,0,0,0,0,0
180000,39,-1,-1,-1,-2,-2,0
180000,43,0,0,0,0,0,0
50000,43,0,0,0,0,0,0
500000,47,-2,-2,-1,-1,0,0
50000,35,0,0,2,2,0,1
50000,37,5,4,3,2,0,0
400000,32,-1,-1,-1,-1,0,0
240000,34,0,0,0,0,0,0
150000,31,0,0,-1,-1,0,0
50000,31,3,2,2,2,2,1
150000,34,1,-1,-1,-1,-1,0
50000,41,0,0,2,0,0,1
360000,40,-1,-1,-1,-1,-1,0
100000,38,2,2,2,2,2,1
30000,44,2,2,0,0,0,0
260000,36,-2,-2,-2,-2,-2,0
140000,29,0,0,0,0,2,0
30000,48,-1,-1,-1,-1,-1,0
60000,36,2,2,2,2,2,1
10000,29,1,2,2,2,2,0
110000,34,2,2,2,2,2,1
40000,34,0,0,2,0,0,1
50000,47,2,0,0,0,0,1
50000,40,0,0,0,0,0,0
350000,32,0,0,0,0,0,1
450000,34,0,0,0,0,0,0
50000,42,0,0,0,0,0,0
170000,39,0,0,0,0,0,0
100000,41,1,2,0,0,0,0
140000,36,0,0,0,0,0,0
250000,29,1,-1,2,2,-2,0
130000,29,1,-2,-2,-2,-2,0
130000,33,2,2,2,-1,-1,0
360000,36,-2,-2,-2,-2,-2,1
270000,39,-1,0,-1,-1,-1,0
140000,40,0,0,0,0,0,0
150000,32,0,0,0,0,0,0
200000,33,-1,-1,-1,-1,-1,0
280000,34,0,0,0,0,0,0
80000,35,2,0,0,0,0,1
240000,40,0,0,0,0,0,0
20000,42,3,2,2,3,3,1
300000,38,0,0,0,0,0,0
250000,41,-1,3,2,2,2,1
50000,49,0,0,0,0,0,1
50000,41,0,0,2,2,2,0
30000,39,2,4,3,2,2,1
240000,38,2,2,-2,-2,-2,1
200000,40,0,0,3,2,2,1
50000,39,0,0,0,0,0,0
210000,38,-1,-1,-2,-2,-2,0
280000,42,1,-2,-2,-2,-2,0
200000,33,0,0,0,0,0,0
300000,41,0,0,0,0,0,0
420000,36,-1,-1,-1,2,2,0
350000,34,0,0,0,0,0,0
120000,43,2,3,2,2,2,1
110000,48,2,2,2,0,0,1
20000,31,1,-1,-1,-2,-2,0
100000,32,0,0,0,0,0,0
240000,36,-2,-2,-2,-2,-2,1
130000,37,0,0,0,0,0,0
170000,48,0,0,0,-1,0,0
60000,42,2,2,2,2,2,1
200000,42,0,0,0,2,0,0
210000,48,0,0,0,0,0,0
100000,35,0,0,0,0,0,0
380000,37,0,0,0,0,0,0
240000,38,0,0,0,0,-1,0
150000,33,0,0,2,2,2,0
60000,35,0,0,0,0,2,0
350000,37,0,0,0,0,0,0
300000,33,-1,-1,-1,-1,-1,0
160000,42,-1,0,0,0,0,0
130000,37,0,0,0,0,0,0
50000,38,0,0,0,0,-2,0
270000,40,0,0,0,0,0,1
90000,36,0,0,0,2,0,0
240000,37,-2,-2,-2,-2,-2,0
450000,45,0,0,0,0,0,0
280000,36,-1,-1,-1,2,-1,1
270000,38,-2,-2,-2,-2,-2,0
10000,46,3,2,2,3,3,1
50000,37,0,0,2,0,0,0
100000,33,0,0,0,2,2,0
190000,32,0,0,0,0,0,1
240000,33,0,0,0,0,0,0
220000,33,0,0,0,0,0,0
500000,42,0,0,0,-1,-1,0
300000,32,0,0,2,2,-1,1
500000,30,-2,-2,-2,-1,-1,0
200000,30,-1,-1,-2,-1,0,0
260000,31,0,0,0,0,0,0
160000,31,0,0,0,0,0,0
340000,31,0,0,0,0,0,0
500000,32,0,0,0,0,0,0
310000,32,1,2,0,0,2,0
360000,30,-1,-1,-1,-1,-1,0
110000,36,2,0,0,0,0,1
390000,36,-2,-2,-2,-2,-2,0
140000,31,-1,-1,-1,-1,-1,0
30000,32,0,0,0,0,0,0
200000,33,1,-1,-1,-1,0,0
110000,40,0,0,0,0,0,0
20000,35,2,2,2,-1,0,1
210000,41,2,2,2,2,2,1
380000,42,-2,-2,-2,-2,-2,0
70000,42,0,0,0,0,-2,0
20000,32,0,0,0,-1,0,0
260000,32,-1,-1,-1,2,-1,0
200000,46,0,0,0,0,0,0
190000,36,0,0,0,0,0,1
50000,42,0,0,0,0,0,0
20000,35,0,0,0,0,0,0
400000,49,-2,-2,-2,-2,-2,0
280000,49,0,0,0,0,0,0
60000,38,2,2,2,2,0,1
250000,47,-2,-2,-2,-2,-2,0
400000,41,-1,-1,-1,-1,0,0
180000,46,0,0,0,0,0,0
50000,45,0,0,0,0,-2,0
220000,39,0,0,0,0,0,0
50000,35,-1,-1,-1,-1,-1,0
20000,61,3,2,2,-1,0,0
100000,44,0,0,0,2,0,0
500000,44,0,0,0,0,0,0
120000,38,-1,-1,-2,-1,2,0
360000,37,-2,-2,-2,-2,-2,0
440000,48,0,0,0,0,0,0
240000,30,-2,-2,-2,-2,-2,0
200000,45,-2,-2,-2,-2,-2,0
50000,46,-1,-1,-1,-1,-2,0
260000,44,2,-1,2,-1,0,1
300000,35,0,0,0,2,0,1
130000,37,-1,-1,-1,-1,-1,0
50000,48,0,0,0,0,2,1
20000,36,0,0,0,0,0,0
20000,36,0,0,0,2,0,0
50000,45,0,0,0,0,0,0
70000,39,2,2,2,2,2,1
70000,45,2,0,0,0,0,0
450000,38,0,0,0,0,0,0
70000,40,0,0,0,0,0,0
120000,45,0,0,0,0,0,0
80000,33,-1,-1,-1,-1,-1,0
20000,40,1,2,2,2,3,1
230000,42,0,0,0,0,0,0
480000,49,0,0,0,0,0,0
490000,42,0,0,0,0,0,0
310000,42,0,0,0,0,0,0
100000,33,0,0,0,0,0,0
260000,39,0,0,0,0,0,0
360000,43,1,-1,-1,-1,-1,0
500000,48,1,-2,-1,-1,0,0
160000,34,-2,-2,-2,-1,-1,0
360000,34,0,0,0,0,0,0
320000,36,0,0,0,0,0,0
210000,42,-2,-2,-2,-2,-2,0
140000,41,0,0,0,0,0,0
20000,39,0,0,0,0,0,1
300000,50,0,0,0,0,0,1
130000,50,0,0,2,0,0,0
200000,50,0,0,2,2,2,0
120000,51,2,2,0,0,0,1
50000,52,0,0,0,0,0,0
180000,51,0,0,0,0,0,0
230000,53,1,-2,-2,-2,-2,1
10000,50,0,0,0,3,2,0
20000,49,2,2,2,2,0,1
200000,48,0,0,0,0,0,0
360000,49,1,2,-1,-1,0,0
210000,53,0,0,0,0,0,0
80000,53,2,2,2,2,0,1
60000,51,0,0,0,0,0,0
100000,56,1,2,2,2,2,0
20000,62,2,3,2,2,2,0
50000,54,2,2,2,3,2,1
300000,56,0,0,0,0,0,0
140000,50,0,0,0,2,0,0
120000,59,0,0,0,0,0,0
400000,57,-1,0,0,-1,0,0
50000,58,2,0,0,0,0,0
90000,56,0,0,0,0,0,0
60000,57,0,0,0,0,0,0
260000,51,0,0,0,0,0,0
80000,52,0,0,2,2,0,0
160000,55,-2,-2,-1,0,0,0
10000,51,0,0,0,2,0,0
190000,50,1,2,2,2,2,1
160000,51,0,0,0,2,2,0
20000,49,3,2,2,2,0,0
300000,57,1,-1,-1,-1,-1,0
440000,79,0,0,0,0,0,0
50000,54,1,2,0,0,0,0
350000,50,0,0,0,0,0,0
60000,50,0,0,0,0,0,0
50000,47,2,0,0,0,0,1
30000,52,2,2,0,0,0,1
150000,52,0,0,0,0,0,0
100000,60,0,0,3,2,0,1
350000,55,-1,-1,-1,-1,-1,0
80000,52,0,0,0,0,0,0
80000,55,0,0,0,0,0,0
10000,54,4,3,2,2,2,1
210000,66,-1,2,-1,-1,-1,1
500000,62,1,-2,-2,-2,-1,0
20000,61,3,4,3,2,2,1
330000,54,-2,-2,-2,-2,-2,0
250000,58,0,0,0,-1,0,0
420000,54,-2,-1,2,-1,0,0
90000,53,-1,0,0,0,0,1
180000,52,0,0,0,0,0,0
50000,51,0,0,0,0,0,0
200000,53,1,-1,-1,-2,-2,1
100000,63,0,0,0,0,0,0
150000,55,1,-1,-1,0,-1,0
360000,62,-1,-1,-1,-1,-1,0
50000,57,0,0,0,0,2,0
30000,58,3,2,0,0,0,0
330000,56,-1,-1,2,-1,-1,0
70000,47,0,0,0,2,0,1
420000,51,0,-1,-1,-1,0,0
130000,51,0,0,0,0,0,0
200000,55,0,0,0,0,0,0
180000,58,2,2,2,2,2,1
170000,59,2,2,2,2,2,1
190000,54,0,0,0,0,0,0
200000,54,1,2,0,0,0,0
30000,54,0,0,0,0,0,1
460000,55,0,0,-1,0,0,0
190000,54,0,0,0,0,0,0
10000,54,0,0,0,2,2,0
90000,57,0,0,0,0,0,0
440000,54,-1,-1,-1,-1,0,0
480000,58,0,0,0,0,0,0
360000,56,-1,-1,-1,-1,-1,0
500000,69,-2,-2,-2,-2,-2,0
30000,28,0,0,0,0,2,0
80000,33,-1,2,-1,-1,-1,1
200000,66,-1,-1,2,-1,-1,1
350000,57,-2,-2,-2,-2,-2,0
150000,55,0,-1,-1,-1,0,0
360000,54,-2,-2,-2,-2,-2,1
20000,31,1,2,0,0,0,1
310000,47,0,0,0,0,0,0
200000,31,1,-2,-2,-1,-1,0
210000,40,0,0,0,0,0,0
30000,47,0,0,0,0,0,0
110000,31,1,-2,-2,-2,-2,0
50000,27,2,0,0,-1,-1,0
50000,26,0,-1,-1,-1,-2,1
50000,33,0,0,0,0,0,0
20000,23,0,0,0,0,0,0
230000,30,-1,-1,-1,2,0,0
80000,32,0,0,0,0,0,0
150000,53,-1,-1,-1,-1,-1,0
240000,28,-1,-1,-1,-1,-2,0
450000,36,-2,-2,-2,-2,-2,0
180000,24,-1,-1,-1,-1,-1,1
30000,22,0,0,0,0,0,0
50000,22,0,0,0,0,0,1
20000,31,2,2,2,2,2,0
150000,25,-2,-2,-2,-2,-2,0
20000,29,0,0,0,0,0,1
40000,25,0,0,0,0,0,1
180000,30,1,-1,-1,-1,0,0
80000,29,0,0,0,0,0,0
50000,24,0,0,0,0,0,0
480000,32,-1,-1,-1,-1,-1,0
20000,23,0,0,0,0,0,0
150000,24,-2,-2,-2,-2,-2,0
20000,22,0,0,0,0,0,0
360000,29,1,-2,-2,-2,-2,0
200000,33,0,-1,0,0,0,1
20000,28,0,-1,-1,2,0,0
50000,23,1,-1,-1,-1,-1,0
70000,23,0,0,0,0,0,1
120000,23,0,0,0,0,0,0
50000,46,0,0,0,0,2,0
310000,36,0,0,0,0,0,0
60000,24,0,0,0,0,0,0
20000,22,0,0,0,0,0,0
20000,22,2,2,0,0,0,1
50000,22,0,0,0,2,0,1
80000,22,0,0,0,0,0,0
20000,22,0,0,0,0,0,0
20000,22,0,0,0,0,0,1
10000,23,0,0,0,0,0,0
20000,21,-1,0,0,0,2,0
20000,21,1,2,2,0,0,0
30000,22,0,0,0,0,0,0
20000,21,0,0,-1,-1,-1,0
20000,22,0,-1,-1,0,-1,0
20000,22,1,2,0,0,0,0
50000,22,1,2,0,0,0,0
50000,23,0,0,0,0,0,0
50000,23,-1,-1,-1,-1,0,1
20000,22,0,-1,2,-1,-1,1
20000,22,2,4,3,2,0,1
80000,23,-2,-2,-2,-2,-2,0
80000,23,0,0,0,0,0,0
130000,23,-1,-1,-2,-2,-2,0
200000,24,-2,-2,-2,-2,-2,0
50000,24,0,0,0,-1,-1,0
20000,22,0,0,2,2,2,0
20000,22,1,2,2,0,0,1
50000,22,1,2,0,0,0,1
60000,23,1,2,-1,0,0,0
130000,22,0,-1,-1,0,-1,0
80000,22,-1,-1,-1,-1,-2,1
170000,34,0,0,0,0,0,0
90000,23,0,0,0,0,0,0
20000,23,-1,-1,-1,-1,0,0
20000,23,-1,-1,-1,-1,-1,0
80000,23,0,0,0,0,-1,0
30000,22,0,0,0,2,2,1
30000,22,0,0,2,2,2,0
30000,23,2,2,2,0,0,1
150000,23,-2,-1,0,0,0,0
50000,23,0,0,0,0,0,1
80000,23,1,-1,-1,2,0,0
30000,23,0,0,0,0,-1,1
60000,23,2,2,2,2,2,1
100000,23,0,0,0,0,0,0
140000,23,0,0,0,0,0,0
140000,23,0,-1,-1,-1,-1,0
70000,23,0,0,0,0,0,0
70000,22,2,0,0,0,0,0
30000,28,2,2,2,2,0,1
50000,22,2,-1,-1,2,0,1
50000,22,2,2,2,0,0,1
30000,22,0,0,0,0,0,0
30000,23,0,0,0,0,0,1
30000,24,-2,-2,-2,-2,-2,0
20000,25,0,0,0,0,0,0
60000,23,0,0,0,0,0,0
200000,23,0,0,0,0,0,0
80000,23,1,-2,-2,-2,-1,1
170000,23,0,0,0,0,0,0
230000,24,-1,-1,-1,-1,-1,1
90000,24,2,2,2,2,0,1
290000,24,0,0,0,0,0,1
60000,24,0,0,-1,2,0,0
20000,24,-2,2,2,2,2,1
50000,23,0,0,0,0,0,0
210000,23,0,0,0,0,0,0
290000,29,-1,0,0,0,0,0
90000,23,0,0,0,0,0,0
50000,23,0,0,0,0,0,0
50000,23,0,0,0,2,0,0
20000,24,0,-1,0,0,0,0
360000,23,0,0,-2,-2,-2,0
230000,23,0,0,0,0,0,0
30000,24,-1,0,0,0,0,0
30000,23,0,0,0,0,0,0
70000,23,0,0,0,0,0,0
20000,25,2,0,0,0,0,1
80000,25,-1,-1,-2,-2,-2,0
80000,24,0,0,0,0,0,0
50000,25,0,0,0,0,0,0
30000,22,0,0,0,0,0,0
30000,22,0,0,2,0,0,0
70000,22,0,0,0,0,0,0
30000,24,0,0,0,0,0,0
110000,24,1,1,-1,0,0,0
160000,24,0,0,0,0,0,0
30000,22,2,2,2,2,2,1
40000,24,2,0,0,0,0,1
160000,25,1,-1,0,0,0,1
50000,23,2,0,0,0,0,1
160000,23,0,0,0,0,0,1
30000,22,0,-1,-1,0,0,0
70000,23,2,3,2,2,0,0
150000,24,-1,-1,-1,-1,-1,0
50000,24,0,0,0,0,0,0
80000,24,0,0,0,0,0,0
50000,24,2,0,0,0,0,1
50000,24,0,0,0,0,0,0
30000,25,0,0,0,0,0,0
250000,27,2,3,2,2,0,0
70000,23,-1,-1,-2,-2,-2,0
150000,23,-1,-1,-1,0,0,0
320000,25,0,0,0,0,0,0
80000,25,0,0,0,0,0,0
30000,26,1,2,2,2,2,1
50000,23,0,0,0,0,-1,0
30000,23,0,0,0,0,0,0
20000,23,0,0,0,-2,-2,0
200000,25,0,0,0,0,0,1
20000,22,0,0,0,0,2,1
100000,24,2,3,2,0,0,1
20000,26,1,2,2,2,2,1
130000,24,0,0,0,0,0,0
50000,24,0,0,0,0,0,0
200000,25,0,0,0,0,0,1
20000,25,1,-2,-2,-2,-2,1
20000,26,1,2,0,0,0,0
100000,26,1,2,2,2,0,0
170000,24,0,0,0,0,0,0
80000,22,0,0,0,0,0,0
130000,26,-2,-2,-2,-2,-2,1
50000,26,2,2,2,0,0,1
280000,26,0,0,0,0,0,0
130000,27,-1,-1,-1,-1,0,0
150000,27,-1,-1,-1,-1,-1,0
130000,23,-2,-2,-2,-2,-2,0
30000,23,0,0,2,0,0,0
50000,23,0,0,0,0,0,0
120000,24,0,0,0,0,0,0
30000,24,0,0,0,2,0,0
80000,25,0,0,0,0,0,0
80000,23,-1,-1,-2,-2,-1,0
20000,23,0,0,0,0,0,1
80000,23,-1,-1,-1,-1,-1,0
30000,27,2,0,0,2,0,0
120000,26,-1,-1,-1,-1,-1,0
110000,26,0,0,0,0,-2,0
70000,25,0,0,0,0,0,0
300000,25,1,-1,-1,-1,-1,0
160000,25,-1,-1,0,0,0,0
150000,25,0,0,0,0,0,0
210000,47,-1,-1,-1,-1,-1,1
20000,26,0,0,0,0,0,0
240000,26,0,0,0,0,0,0
60000,25,-1,-1,0,0,0,0
20000,25,0,0,2,2,2,0
130000,25,1,2,0,0,0,0
